UID,Bundesland,Stadt,Stadtbibliothek,Verbundlink,VB,,Kinderbibliothek,Jugendbibliothek,Schule & Lernen,Sachmedien & Ratgeber,Belletristik & Unterhaltung,Englische Bücher,Musik,Video,Medien2019,Medien2016/17,Stand,Stadt y Lat,Stadt x Long,Anschr,Tel,Web
1425,Baden-Wüttemberg,Breisach, (Öffentliche Bibliothek Breisach),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"48,0348382","7,5836067",undef,undef,undef
1426,Baden-Wüttemberg,Denkingen, (Mediathek Bürgerhaus Denkingen),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"48,1089068","8,7390625",undef,undef,undef
1427,Baden-Wüttemberg,Denzlingen, (Mediathek Denzlingen),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"48,0690429","7,8890649",undef,undef,undef
1428,Baden-Wüttemberg,Glottertal, (Gemeindebücherei Borromä),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"48,0485701","7,9448353",undef,undef,undef
1429,Baden-Wüttemberg,Gottmadingen, (Gemeindebücherei Gottmadingen),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"47,7357318","8,7815316",undef,undef,undef
1430,Baden-Wüttemberg,Grenzach-Wyhlen, (Gemeindebücherei Grenzach-Wyhlen),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"47,5523554","7,6580881",undef,undef,undef
1431,Baden-Wüttemberg,Gundelfingen, (Mediathek Gundelfingen),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"48,0424069","7,8669466",undef,undef,undef
1432,Baden-Wüttemberg,Herbolzheim, (Stadtbücherei Herbolzheim),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"48,2207134","7,7696909",undef,undef,undef
1433,Baden-Wüttemberg,Ihringen, (Gemeindebücherei Ihringen),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"48,0429731","7,6482455",undef,undef,undef
1434,Baden-Wüttemberg,Kandern, (Stadtbücherei Kandern),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"47,7147652","7,6623158",undef,undef,undef
1435,Baden-Wüttemberg,Kirchzarten, (Öffentliche Bibliothek Kirchzarten),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"47,9647189","7,9558522",undef,undef,undef
1436,Baden-Wüttemberg,Klettgau, (Gemeindebücherei Klettgau),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"47,6553112","8,425007",undef,undef,undef
1437,Baden-Wüttemberg,Löffingen, (Stadtbücherei Löffingen),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"47,881145","8,3436574",undef,undef,undef
1438,Baden-Wüttemberg,Malterdingen, (Gemeindebibliothek Malterdingen),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"48,1610099","7,7923097",undef,undef,undef
1439,Baden-Wüttemberg,March, (Gemeindebücherei March),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"48,0582825","7,7796309",undef,undef,undef
1440,Baden-Wüttemberg,St. Georgen, (Stadtbibliothek St. Georgen),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"48,1289227","8,3348476",undef,undef,undef
1441,Baden-Wüttemberg,Teningen, (Gemeindebücherei Teningen),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"48,1255252","7,8138237",undef,undef,undef
1442,Baden-Wüttemberg,Titisee-Neustadt, (Öffentliche Bibliothek Titisee-Neustadt),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"47,9237985","8,1911625",undef,undef,undef
1443,Baden-Wüttemberg,Vörstetten, (Gemeindebücherei Vörstetten),http://onleihe.de/Biene,Biene,,1338,1589,2,1663,6515,,,,11107,6352,15.10.2019,"48,0650359","7,8493445",undef,undef,undef
1444,Baden-Wüttemberg,Albstadt, (Stadtbücherei Albstadt),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"48,2137038","9,0234259",undef,undef,undef
1445,Baden-Wüttemberg,Bad Saulgau, (Stadtbibliothek Bad Saulgau),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"48,0147205","9,5002",undef,undef,undef
1446,Baden-Wüttemberg,Balingen, (Mediothek Balingen),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"48,2748206","8,8495298",undef,undef,undef
1447,Baden-Wüttemberg,Blumberg, (Stadtbibliothek Blumberg),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"47,8392288","8,5347427",undef,undef,undef
1448,Baden-Wüttemberg,Donaueschingen, (Stadtbibliothek Donaueschingen),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"47,9521523","8,4979461",undef,undef,undef
1449,Baden-Wüttemberg,Gammertingen, (Gammertingen - Winterlingen),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"48,2503036","9,215678",undef,undef,undef
1450,Baden-Wüttemberg,Haigerloch, (Stadtbücherei Haigerloch),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"48,3667098","8,7919702",undef,undef,undef
1451,Baden-Wüttemberg,Hechingen, (Stadtbücherei Hechingen),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"48,3538888","8,9613627",undef,undef,undef
1452,Baden-Wüttemberg,Mengen, (Stadtbücherei Mengen),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"48,0527488","9,3357055",undef,undef,undef
1453,Baden-Wüttemberg,Oberndorf a.N., (Stadtbücherei Oberndorf a.N.),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"48,2946154","8,5765805",undef,undef,undef
1454,Baden-Wüttemberg,Pfullendorf, (Stadtbücherei Pfullendorf),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"47,925227","9,2486506",undef,undef,undef
1455,Baden-Wüttemberg,Rosenfeld, (Stadtbücherei Rosenfeld),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"48,2861612","8,7231852",undef,undef,undef
1456,Baden-Wüttemberg,Rottweil, (Stadtbücherei Rottweil),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"48,1610687","8,6316219",undef,undef,undef
1457,Baden-Wüttemberg,Schramberg, (Mediathek Schramberg),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"48,228146","8,3844681",undef,undef,undef
1458,Baden-Wüttemberg,Sigmaringen, (Stadtbibliothek Sigmaringen),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"48,0912921","9,2286121",undef,undef,undef
1459,Baden-Wüttemberg,Spaichingen, (Stadtbücherei Spaichingen),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"48,0748189","8,7347582",undef,undef,undef
1460,Baden-Wüttemberg,Sulz a. N., (Stadtbücherei Sulz),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"48,3537106","8,6344165",undef,undef,undef
1461,Baden-Wüttemberg,Trossingen, (Stadtbücherei Trossingen),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"48,0756997","8,6338475",undef,undef,undef
1462,Baden-Wüttemberg,Tuttlingen, (Stadtbibliothek Tuttlingen),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"47,9823316","8,8192095",undef,undef,undef
1463,Baden-Wüttemberg,Villingen-Schwenningen, (Stadtbibliothek Villingen-Schwenningen),http://www.onleihe.de/schwalbe,Schwalbe,,2763,1830,238,8378,13203,,,,26412,14442,15.10.2019,"48,0594021","8,4640869",undef,undef,undef
1464,Baden-Wüttemberg,Aichtal, (Stadtbücherei Aichtal),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,6290054","9,2605703",undef,undef,undef
1465,Baden-Wüttemberg,Aichwald, (Ortsbücherei Aichwald),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,7617612","9,3889875",undef,undef,undef
1466,Baden-Wüttemberg,Altbach, (Bücherei Altbach),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,7222797","9,380059",undef,undef,undef
1467,Baden-Wüttemberg,Bad Boll, (Bücherei im Alten Schulhaus),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,6405649","9,6137842",undef,undef,undef
1468,Baden-Wüttemberg,Deggingen, (Bücherei im Bürgerzentrum),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,5980517","9,7227148",undef,undef,undef
1469,Baden-Wüttemberg,Deizisau, (Bücherei Deizisau),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,7119414","9,3870758",undef,undef,undef
1470,Baden-Wüttemberg,Denkendorf, (Bücherei Denkendorf),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,697345","9,3178943",undef,undef,undef
1471,Baden-Wüttemberg,Donzdorf, (Stadtbücherei Donzdorf),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,6845738","9,8067932",undef,undef,undef
1472,Baden-Wüttemberg,Ebersbach, (Stadtbibliothek Ebersbach),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,7178492","9,5283591",undef,undef,undef
1473,Baden-Wüttemberg,Eislingen/Fils, (Stadtbücherei Eislingen),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,7023247","9,7120357",undef,undef,undef
1474,Baden-Wüttemberg,Esslingen, (Schulbibliothek im Beruflichen Schulzentrum Esslingen),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,7433425","9,3201122",undef,undef,undef
1475,Baden-Wüttemberg,Esslingen, (Stadtbücherei Esslingen am Neckar),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,7433425","9,3201122",undef,undef,undef
1476,Baden-Wüttemberg,Filderstadt, (Stadtbibliothek Filderstadt),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,6781974","9,2161353",undef,undef,undef
1477,Baden-Wüttemberg,Frickenhausen, (Gemeindebücherei Frickenhausen),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,5933497","9,3570833",undef,undef,undef
1478,Baden-Wüttemberg,Geislingen, (Stadtbuecherei Geislingen),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,6215162","9,8294482",undef,undef,undef
1479,Baden-Wüttemberg,Gingen, (Ortsbücherei Gingen),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,6588845","9,7821334",undef,undef,undef
1480,Baden-Wüttemberg,Göppingen, (Schulbibliothek im Beruflichen Schulzentrum Göppingen),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,7054382","9,6512491",undef,undef,undef
1481,Baden-Wüttemberg,Göppingen, (Stadtbibliothek Göppingen),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,7054382","9,6512491",undef,undef,undef
1482,Baden-Wüttemberg,Heiningen, (Gemeindebücherei Heiningen),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,6605962","9,6465141",undef,undef,undef
1483,Baden-Wüttemberg,Kirchheim Teck, (Schulbibliothek der Jakob-F.-Schöllkopf-Schule / Max-Eyth-Schule Kirchheim Teck),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,5877778","9,4702778",undef,undef,undef
1484,Baden-Wüttemberg,Kirchheim unter Teck, (Stadtbücherei Kirchheim unter Teck),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,6471033","9,4519635",undef,undef,undef
1485,Baden-Wüttemberg,Köngen, (Bücherei Köngen),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,6798097","9,3664079",undef,undef,undef
1486,Baden-Wüttemberg,Leinfelden-Echterdingen, (Stadtbücherei Leinfelden-Echterdingen),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,6980072","9,1407427",undef,undef,undef
1487,Baden-Wüttemberg,Nürtingen, (Schulbibliothek der Fritz-Ruoff-Schule / Albert-Schäffle-Schule Nürtingen),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,624421","9,3469069",undef,undef,undef
1488,Baden-Wüttemberg,Nürtingen, (Schulbibliothek der Philipp-Matthäus-Hahn-Schule Nürtingen),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,624421","9,3469069",undef,undef,undef
1489,Baden-Wüttemberg,Nürtingen, (Stadtbücherei Nürtingen),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,624421","9,3469069",undef,undef,undef
1490,Baden-Wüttemberg,Ostfildern, (Stadtbücherei Ostfildern),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,7287991","9,2585976",undef,undef,undef
1491,Baden-Wüttemberg,Reichenbach an der Fils, (Bücherei Reichenbach),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,7115689","9,4630115",undef,undef,undef
1492,Baden-Wüttemberg,Süßen, (Stadtbücherei Süßen),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,6798451","9,7567784",undef,undef,undef
1493,Baden-Wüttemberg,Uhingen, (Bücherei im Berchtoldshof),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,7112849","9,5860838",undef,undef,undef
1494,Baden-Wüttemberg,Wäschenbeuren, (Bibliothek am Rathaus),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,7593416","9,6880026",undef,undef,undef
1495,Baden-Wüttemberg,Weilheim a.d. Teck, (Stadtbücherei Weilheim a.d. Teck),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,5877778","9,4702778",undef,undef,undef
1496,Baden-Wüttemberg,Wendlingen am Neckar, (Stadtbücherei Wendlingen am Neckar),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,671757","9,3827676",undef,undef,undef
1497,Baden-Wüttemberg,Wernau, (Stadtbücherei Wernau),http://www.onleihe.de/247online-bibliothek,247online-bibliothek,,4795,2935,1716,14320,13574,,,,37340,23738,15.10.2019,"48,6914602","9,417934",undef,undef,undef
1498,Baden-Wüttemberg,Affalterbach, (Ortsbücherei Affalterbach),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,9203487","9,3235605",undef,undef,undef
1499,Baden-Wüttemberg,Asperg, (Stadtbibliothek Asperg),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,9041527","9,1400293",undef,undef,undef
1500,Baden-Wüttemberg,Besigheim, (Stadtbücherei Besigheim),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,9988335","9,1483944",undef,undef,undef
1501,Baden-Wüttemberg,Bietigheim-Bissingen, (Stadtbibliothek Bietigheim-Bissingen),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,9471605","9,1305037",undef,undef,undef
1502,Baden-Wüttemberg,Bönnigheim, (Stadtbücherei Bönnigheim),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"49,0396987","9,0960207",undef,undef,undef
1503,Baden-Wüttemberg,Ditzingen, (Stadtbibliothek Ditzingen),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,8264662","9,0675564",undef,undef,undef
1504,Baden-Wüttemberg,Erdmannhausen, (Ortsbücherei Erdmannhausen),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,9424949","9,296195",undef,undef,undef
1505,Baden-Wüttemberg,Gerlingen, (Stadtbücherei Gerlingen),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,7989751","9,0657713",undef,undef,undef
1506,Baden-Wüttemberg,Großbottwar, (Stadtbücherei Großbottwar),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"49,0019063","9,2939481",undef,undef,undef
1507,Baden-Wüttemberg,Hemmingen, (Bibliothek Hemmingen),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,8661611","9,0321771",undef,undef,undef
1508,Baden-Wüttemberg,Ingersheim, (Ortsbücherei Ingersheim),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,9610189","9,1817222",undef,undef,undef
1509,Baden-Wüttemberg,Kirchheim am Neckar, (Bücherei in der Storchenkelter),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"49,0400087","9,1444075",undef,undef,undef
1510,Baden-Wüttemberg,Korntal-Münchingen, (Stadtbücherei Korntal-Münchingen),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,8463801","9,1072089",undef,undef,undef
1511,Baden-Wüttemberg,Kornwestheim, (Stadtbibliothek Kornwestheim),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,8651088","9,1857957",undef,undef,undef
1512,Baden-Wüttemberg,Ludwigsburg, (Fachbibliothek Landkreis Ludwigsburg),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,8940624","9,195464",undef,undef,undef
1513,Baden-Wüttemberg,Ludwigsburg, (Stadtbibliothek Ludwigsburg),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,8940624","9,195464",undef,undef,undef
1514,Baden-Wüttemberg,Marbach, (Stadtbücherei Marbach am Neckar),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,939615","9,2645971",undef,undef,undef
1515,Baden-Wüttemberg,Markgröningen, (Stadtbücherei Markgröningen),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,903478","9,0865389",undef,undef,undef
1516,Baden-Wüttemberg,Möglingen, (Gemeindebücherei Möglingen),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,8893094","9,1317484",undef,undef,undef
1517,Baden-Wüttemberg,Murr, (Ortsbücherei Murr),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,9609405","9,2523179",undef,undef,undef
1518,Baden-Wüttemberg,Oberstenfeld, (Bücherei Oberstenfeld),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"49,0234118","9,3224633",undef,undef,undef
1519,Baden-Wüttemberg,Pleidelsheim, (Ortsbücherei Pleidelsheim),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,9582103","9,2023793",undef,undef,undef
1520,Baden-Wüttemberg,Remseck am Neckar, (Büchereien der Stadt Remseck am Neckar),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,8766534","9,2617893",undef,undef,undef
1521,Baden-Wüttemberg,Schwieberdingen, (Bibliothek Schwieberdingen),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,8779132","9,0783006",undef,undef,undef
1522,Baden-Wüttemberg,Steinheim, (Stadtbibliothek Steinheim),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,9691889","9,2762397",undef,undef,undef
1523,Baden-Wüttemberg,Tamm, (Bücherei Tamm),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,9234528","9,1298642",undef,undef,undef
1524,Baden-Wüttemberg,Vaihingen an der Enz, (Stadtbücherei Vaihingen),http://www.onleihe.de/lb,lb,,4233,2372,913,14271,12580,,,,34369,26335,15.10.2019,"48,9334357","8,961208",undef,undef,undef
1525,Baden-Wüttemberg,Achern, (Stadtbibliothek Achern),http://www.onleihe.de/onleiheregio,onleiheregio,,1988,2072,124,5124,9323,,,,18631,13094,15.10.2019,"48,6266194","8,0749207",undef,undef,undef
1526,Baden-Wüttemberg,Emmendingen, (Stadtbibliothek Emmendingen),http://www.onleihe.de/onleiheregio,onleiheregio,,1988,2072,124,5124,9323,,,,18631,13094,15.10.2019,"48,1170918","7,8539047",undef,undef,undef
1527,Baden-Wüttemberg,Ettenheim, (Stadtbücherei Ettenheim),http://www.onleihe.de/onleiheregio,onleiheregio,,1988,2072,124,5124,9323,,,,18631,13094,15.10.2019,"48,2565786","7,8138072",undef,undef,undef
1528,Baden-Wüttemberg,Haslach, (Stadtbücherei Haslach),http://www.onleihe.de/onleiheregio,onleiheregio,,1988,2072,124,5124,9323,,,,18631,13094,15.10.2019,"48,2773714","8,0900012",undef,undef,undef
1529,Baden-Wüttemberg,Kehl, (Mediathek Kehl),http://www.onleihe.de/onleiheregio,onleiheregio,,1988,2072,124,5124,9323,,,,18631,13094,15.10.2019,"48,5788725","7,8160821",undef,undef,undef
1530,Baden-Wüttemberg,Lahr, (Mediathek Lahr),http://www.onleihe.de/onleiheregio,onleiheregio,,1988,2072,124,5124,9323,,,,18631,13094,15.10.2019,"48,33915","7,8781487",undef,undef,undef
1531,Baden-Wüttemberg,Oberkirch, (Mediathek Oberkirch),http://www.onleihe.de/onleiheregio,onleiheregio,,1988,2072,124,5124,9323,,,,18631,13094,15.10.2019,"48,5335603","8,0767816",undef,undef,undef
1532,Baden-Wüttemberg,Offenburg, (Stadtbibliothek Offenburg),http://www.onleihe.de/onleiheregio,onleiheregio,,1988,2072,124,5124,9323,,,,18631,13094,15.10.2019,"48,473451","7,9498017",undef,undef,undef
1533,Baden-Wüttemberg,Rheinau, (Stadtbibliothek Rheinau),http://www.onleihe.de/onleiheregio,onleiheregio,,1988,2072,124,5124,9323,,,,18631,13094,15.10.2019,"48,6610305","7,9369349",undef,undef,undef
1534,Baden-Wüttemberg,Waldkirch, (Mediathek Waldkirch),http://www.onleihe.de/onleiheregio,onleiheregio,,1988,2072,124,5124,9323,,,,18631,13094,15.10.2019,"48,0914682","7,9586468",undef,undef,undef
1535,Baden-Wüttemberg,Aalen, (Stadtbibliothek im Torhaus),http://www.ostalb-onleihe.de/,ostalb-onleihe,,2143,2234,92,3244,6937,,,,14650,7563,15.10.2019,"48,8366887","10,0971163",undef,undef,undef
1536,Baden-Wüttemberg,Abtsgmünd, (Bibliothek in der Zehntscheuer),http://www.ostalb-onleihe.de/,ostalb-onleihe,,2143,2234,92,3244,6937,,,,14650,7563,15.10.2019,"48,8910782","10,001692",undef,undef,undef
1537,Baden-Wüttemberg,Böhmenkirch, (Bibliothek im Kronenhof),http://www.ostalb-onleihe.de/,ostalb-onleihe,,2143,2234,92,3244,6937,,,,14650,7563,15.10.2019,"48,6848582","9,9333779",undef,undef,undef
1538,Baden-Wüttemberg,Ellwangen, (Stadtbibliothek Ellwangen),http://www.ostalb-onleihe.de/,ostalb-onleihe,,2143,2234,92,3244,6937,,,,14650,7563,15.10.2019,"48,9626833","10,1301513",undef,undef,undef
1539,Baden-Wüttemberg,Gerstetten, (Ortsbücherei Gerstetten),http://www.ostalb-onleihe.de/,ostalb-onleihe,,2143,2234,92,3244,6937,,,,14650,7563,15.10.2019,"48,6225677","10,0195611",undef,undef,undef
1540,Baden-Wüttemberg,Giengen an der Brenz, (Stadtbibliothek Giengen),http://www.ostalb-onleihe.de/,ostalb-onleihe,,2143,2234,92,3244,6937,,,,14650,7563,15.10.2019,"48,6223985","10,2391536",undef,undef,undef
1541,Baden-Wüttemberg,Heidenheim, (Bibliothek im Beruflichen Schulzentrum Heidenheim),http://www.ostalb-onleihe.de/,ostalb-onleihe,,2143,2234,92,3244,6937,,,,14650,7563,15.10.2019,"48,6893963","10,1610948",undef,undef,undef
1542,Baden-Wüttemberg,Heidenheim, (Stadtbibliothek Heidenheim),http://www.ostalb-onleihe.de/,ostalb-onleihe,,2143,2234,92,3244,6937,,,,14650,7563,15.10.2019,"48,6893963","10,1610948",undef,undef,undef
1543,Baden-Wüttemberg,Herbrechtingen, (Stadtbücherei Herbrechtingen),http://www.ostalb-onleihe.de/,ostalb-onleihe,,2143,2234,92,3244,6937,,,,14650,7563,15.10.2019,"48,6268982","10,1731094",undef,undef,undef
