UID,Bundesland,Stadt,Stadtbibliothek,Verbundlink,VB,,Kinderbibliothek,Jugendbibliothek,Schule & Lernen,Sachmedien & Ratgeber,Belletristik & Unterhaltung,Englische Bücher,Musik,Video,Medien2019,Medien2016/17,Stand,Stadt y Lat,Stadt x Long,Anschr,Tel,Web
480,Thüringen,Arnstadt,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,840914","10,9505322",undef,undef,undef
481,Thüringen,Bad Berka,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,8982547","11,281641",undef,undef,undef
482,Thüringen,Erfurt,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,9847679","11,0298799",undef,undef,undef
483,Thüringen,Eisenach,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,9795715","10,3146872",undef,undef,undef
484,Thüringen,Gera,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,8850706","12,0807203",undef,undef,undef
485,Thüringen,Gotha,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,9469188","10,7092884",undef,undef,undef
486,Thüringen,Greiz,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,6585555","12,2077126",undef,undef,undef
487,Thüringen,Hermsdorf,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,8961276","11,8567193",undef,undef,undef
488,Thüringen,Ilmenau,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,6843502","10,9254728",undef,undef,undef
489,Thüringen,Jena,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,927054","11,5892372",undef,undef,undef
490,Thüringen,Meiningen,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,5739121","10,4190128",undef,undef,undef
491,Thüringen,Nordhausen,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"51,4990791","10,791581",undef,undef,undef
492,Thüringen,Neustadt an der Orla,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,7367065","11,7538634",undef,undef,undef
493,Thüringen,Rudolstadt,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,7182972","11,3336548",undef,undef,undef
494,Thüringen,Schmalkalden,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,7234272","10,4546019",undef,undef,undef
495,Thüringen,Sömmerda,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"51,1613676","11,1263427",undef,undef,undef
496,Thüringen,Steinbach-Hallenberg,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,6953187","10,5655163",undef,undef,undef
497,Thüringen,Suhl,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,6076846","10,6881255",undef,undef,undef
498,Thüringen,Weimar,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,9794934","11,3235439",undef,undef,undef
499,Thüringen,Zella-Mehlis,,http://www4.onleihe.de/thuebibnet/,thuebibnet,,4290,4141,5495,15303,20932,,,,50161,31579,15.10.2019,"50,658799","10,6649645",undef,undef,undef
500,Saarland,Homburg,Stadtbibliothek Homburg,http://www1.onleihe.de/onleihesaar/,onleihesaar,,2256,3287,272,5747,11177,,,,22739,13772,15.10.2019,"49,3295827","7,3398428",undef,undef,undef
501,Saarland,Merzig,Stadtbibliothek Merzig,http://www1.onleihe.de/onleihesaar/,onleihesaar,,2256,3287,272,5747,11177,,,,22739,13772,15.10.2019,"49,4489588","6,6437843",undef,undef,undef
502,Saarland,Saarbrücken,Stadtbibliothek Saarbrücken,http://www1.onleihe.de/onleihesaar/,onleihesaar,,2256,3287,272,5747,11177,,,,22739,13772,15.10.2019,"49,2401572","6,9969327",undef,undef,undef
503,Saarland,St. Ingbert,Stadtbibliothek St. Ingbert,http://www1.onleihe.de/onleihesaar/,onleihesaar,,2256,3287,272,5747,11177,,,,22739,13772,15.10.2019,"49,2774456","7,1118995",undef,undef,undef
504,Saarland,St. Wendel,Stadtbibliothek St. Wendel,http://www1.onleihe.de/onleihesaar/,onleihesaar,,2256,3287,272,5747,11177,,,,22739,13772,15.10.2019,"49,4677707","7,1690625",undef,undef,undef
505,Saarland,Sulzbach,Stadtbibliothek Sulzbach,http://www1.onleihe.de/onleihesaar/,onleihesaar,,2256,3287,272,5747,11177,,,,22739,13772,15.10.2019,"49,297658","7,061868","Rudolf-Breitscheid-Straße 1, 09544 Neuhausen/Erzgebirge ",037361 15860 ,undef
506,Saarland,Wadern,Stadtbibliothek Wadern,http://www1.onleihe.de/onleihesaar/,onleihesaar,,2256,3287,272,5747,11177,,,,22739,13772,15.10.2019,"49,5409429","6,889597",undef,undef,undef
507,Sachsen,Bad Schandau,Bad Schandau (Bibliothek Kur- und Tourismus GmbH),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,9207406","14,1535713",undef,undef,undef
508,Sachsen,Bärenstein,Bärenstein (Gemeindebücherei Bärenstein),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,5007798","13,0269282",undef,undef,undef
509,Sachsen,Bannewitz,Bannewitz (Gemeindebibliothek Bannewitz),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,9937813","13,7180333",undef,undef,undef
510,Sachsen,Brand-Erbisdorf,Brand-Erbisdorf (Stadt- und Kreisbibliothek Brand-Erbisdorf),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,8666883","13,3236602",undef,undef,undef
511,Sachsen,Breitenbrunn,Breitenbrunn (Bibliothek Breitenbrunn),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,4728501","12,7697741",undef,undef,undef
512,Sachsen,Dommitzsch,Dommitzsch (Stadt- und Schulbibliothek Dommitzsch),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"51,6386934","12,8791429",undef,undef,undef
513,Sachsen,Flöha,Flöha (Stadtbibliothek Flöha),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,855488","13,0716773",undef,undef,undef
514,Sachsen,Gelenau,Gelenau (Gemeindebibliothek Gelenau),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,7113229","12,9683034",undef,undef,undef
515,Sachsen,Großenhain,Großenhain (Karl-Preusker-Bücherei e.V.),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"51,2912275","13,531304",undef,undef,undef
516,Sachsen,Hainichen,Hainichen (Kreis- und Fahrbibliothek Hainichen),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,9694542","13,1220989",undef,undef,undef
517,Sachsen,Hainichen,(Stadtbibliothek Hainichen),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,9694542","13,1220989",undef,undef,undef
518,Sachsen,Hartha,Hartha (Stadtbibliothek Hartha),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"51,0963335","12,9725862",undef,undef,undef
519,Sachsen,Kurort Seiffen,Kurort Seiffen (Bibliothek Seiffen),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,6484086","13,4525702",undef,undef,undef
520,Sachsen,Lauter-Bernsbach,Lauter-Bernsbach (Stadtbibliothek Lauter-Bernsbach),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,5784498","12,765102",undef,undef,undef
521,Sachsen,Leisnig,Leisnig (Stadtbibliothek Leisnig),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"51,1577198","12,9284581",undef,undef,undef
522,Sachsen,Lößnitz,Lößnitz (Stadtbibliothek Lößnitz),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,6194936","12,729617",undef,undef,undef
523,Sachsen,Marienberg,Marienberg (Stadt- und Kreisergänzungsbibliothek Marienberg),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,6503661","13,1622883",undef,undef,undef
524,Sachsen,Neuhausen,Neuhausen (Gemeindebibliothek Neuhausen),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,67569","13,467721",undef,undef,undef
525,Sachsen,Neukirchen,Neukirchen (Bibliothek Neukirchen),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,779035","12,867723",undef,undef,undef
526,Sachsen,Oelsnitz / Erzgeb.,Oelsnitz / Erzgeb. (Stadtbibliothek Oelsnitz / Erzgeb.),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,7254764","12,6992796",undef,undef,undef
527,Sachsen,Pockau-Lengfeld,Pockau-Lengfeld (Stadtbibliothek Pockau-Lengfeld),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,7195979","13,1926299",undef,undef,undef
528,Sachsen,Rochlitz,Rochlitz (Stadt- und Kreisbibliothek Rochlitz),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"51,0506956","12,7944283",undef,undef,undef
529,Sachsen,Roßwein,Roßwein (Stadtbibliothek Roßwein),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"51,0680587","13,1831464",undef,undef,undef
530,Sachsen,Sehmatal,Sehmatal (Sehmataler Bibliothek- und Internettreff),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,4809956","12,9740071",undef,undef,undef
531,Sachsen,Waldheim,Waldheim (Stadtbibliothek Waldheim),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"51,0770515","13,0057555",undef,undef,undef
532,Sachsen,Wolkenstein,Wolkenstein (Stadtbibliothek Wolkenstein),http://www.onleihe.de/bibo-on,bibo-on,,86,496,6,958,5592,,,,7138,2816,15.10.2019,"50,6562811","13,0678971",undef,undef,undef
533,Sachsen,Bautzen,Bautzen (Stadtbibliothek Bautzen),http://www.onleihe-oberlausitz.de/,onleihe-oberlausitz,,1743,1390,53,5674,11569,,,,20429,11346,15.10.2019,"51,182293","14,4237749",undef,undef,undef
534,Sachsen,Bischofswerda,Bischofswerda (Stadtbibliothek Bischofswerda),http://www.onleihe-oberlausitz.de/,onleihe-oberlausitz,,1743,1390,53,5674,11569,,,,20429,11346,15.10.2019,"51,1252883","14,1842026",undef,undef,undef
535,Sachsen,Ebersbach-Neugersdorf,Ebersbach-Neugersdorf (Stadtbibliothek Ebersbach-Neugersdorf),http://www.onleihe-oberlausitz.de/,onleihe-oberlausitz,,1743,1390,53,5674,11569,,,,20429,11346,15.10.2019,"51,0040105","14,5905347",undef,undef,undef
